,movieId,title
14841,14842,Percy Jackson & the Olympians: The Lightning Thief
21418,21419,Riddick
10952,10953,Mission: Impossible III
11845,11846,Ocean's Thirteen
15372,15373,Shrek Forever After
10301,10302,The 40 Year Old Virgin
4242,4243,A.I. Artificial Intelligence
23748,23749,The Purge: Anarchy
44009,44010,Despicable Me 3
29799,29800,Pitch Perfect 2
28171,28172,Paper Towns
3869,3870,Unbreakable
8245,8246,National Treasure
587,588,Snow White and the Seven Dwarfs
19432,19433,Dredd
16058,16059,Megamind
18499,18500,Chronicle
42853,42854,Life
2058,2059,Blade
6233,6234,The Italian Job
17213,17214,Kung Fu Panda 2
1321,1322,Die Hard 2
21162,21163,White House Down
227,228,Dumb and Dumber
26031,26032,It Follows
25539,25540,Night at the Museum: Secret of the Tomb
23665,23666,The Babadook
18382,18383,Underworld: Awakening
